order_id,customer_id,customer_name,product_id,product_name,product_category,payment_type,qty,price,datetime,country,city,ecommerce_website_name,payment_txn_id,payment_txn_success,failure_reason
34,"","","","",food,Wallet,1,100,2022-01-09T14:26:23.404-06:00,US,Delta,Amazon,"",Y,""
35,"","","","",books,Credit Card,1,100,2022-02-07T14:26:23.404-06:00,US,Delta,Amazon,"",N,Invalid transaction data
36,"","","","",electronics,Internet Banking,1,100,2022-03-07T13:26:23.405-06:00,US,Delta,Walmart,"",Y,""
37,"","","","",clothing,Credit Card,1,100,2022-02-23T23:26:23.405-06:00,US,Echo,eBay,"",Y,""
38,"","","","",food,Wallet,1,100,2022-01-26T21:26:23.404-06:00,US,Delta,Walmart,"",Y,""
39,"","","","",tools,Credit Card,1,100,2022-01-22T17:26:23.404-06:00,US,Bravo,Etsy,"",Y,""
40,"","","","",food,Internet Banking,1,100,2022-01-09T06:26:23.404-06:00,Australia,Alpha,eBay,"",Y,""
41,"","","","",electronics,Credit Card,1,100,2022-02-24T03:26:23.405-06:00,New Zealand,Bravo,eBay,"",Y,""
42,"","","","",electronics,Credit Card,1,100,2022-03-15T17:26:23.405-05:00,US,Bravo,Etsy,"",Y,""
43,"","","","",books,Wallet,1,100,2022-03-20T21:26:23.405-05:00,UK,Bravo,Etsy,"",Y,""
44,"","","","",electronics,Credit Card,2,100,2022-02-24T08:26:23.405-06:00,US,Charlie,Walmart,"",Y,""
45,"","","","",food,Credit Card,1,100,2022-01-01T03:26:23.370-06:00,Canada,Charlie,Etsy,"",N,Payment system failure
46,"","","","",electronics,Credit Card,1,100,2022-03-27T02:26:23.406-05:00,US,Charlie,Walmart,"",Y,""
47,"","","","",electronics,Credit Card,1,100,2022-02-22T17:26:23.405-06:00,US,Alpha,Walmart,"",Y,""
48,"","","","",electronics,Internet Banking,1,100,2022-03-09T21:26:23.405-06:00,US,Echo,eBay,"",N,Connection dropped
49,"","","","",electronics,Internet Banking,1,100,2022-01-20T06:26:23.404-06:00,UK,Bravo,eBay,"",Y,""
50,"","","","",electronics,Credit Card,1,100,2022-01-10T04:26:23.404-06:00,US,Delta,Walmart,"",Y,""
51,"","","","",electronics,Wallet,1,100,2022-02-06T16:26:23.404-06:00,US,Charlie,Amazon,"",Y,""
52,"","","","",food,UPI,1,100,2022-01-12T19:26:23.404-06:00,US,Delta,Amazon,"",Y,""
53,"","","","",books,Credit Card,1,100,2022-03-21T17:26:23.405-05:00,US,Alpha,Walmart,"",Y,""
54,"","","","",food,Wallet,1,100,2022-03-18T23:26:23.405-05:00,US,Alpha,Amazon,"",Y,""
55,"","","","",electronics,Wallet,2,100,2022-01-29T23:26:23.404-06:00,US,Charlie,Walmart,"",Y,""
56,"","","","",electronics,Internet Banking,1,100,2022-02-23T22:26:23.405-06:00,US,Echo,Walmart,"",Y,""
57,"","","","",electronics,Wallet,1,100,2022-03-24T18:26:23.406-05:00,US,Delta,Amazon,"",Y,""
58,"","","","",books,Wallet,1,100,2022-03-04T12:26:23.405-06:00,UK,Alpha,Walmart,"",Y,""
59,"","","","",books,Wallet,1,100,2022-01-29T15:26:23.404-06:00,New Zealand,Alpha,Alibaba,"",Y,""
60,"","","","",electronics,Internet Banking,1,100,2022-02-15T03:26:23.405-06:00,US,Alpha,Amazon,"",Y,""
61,"","","","",electronics,Credit Card,1,100,2022-02-25T21:26:23.405-06:00,US,Alpha,Etsy,"",Y,""
62,"","","","",electronics,Credit Card,1,100,2022-02-10T02:26:23.405-06:00,US,Alpha,Etsy,"",Y,""
63,"","","","",electronics,Wallet,1,100,2022-03-28T07:26:23.406-05:00,US,Bravo,Amazon,"",Y,""
64,"","","","",electronics,Internet Banking,1,100,2022-03-14T09:26:23.405-05:00,US,Delta,Etsy,"",Y,""
65,"","","","",electronics,Wallet,3,100,2022-03-24T13:26:23.406-05:00,US,Echo,Amazon,"",Y,""
66,"","","","",tools,UPI,1,100,2022-03-28T17:26:23.406-05:00,Australia,Echo,Walmart,"",Y,""
67,"","","","",electronics,Wallet,5,100,2022-03-04T10:26:23.405-06:00,Australia,Charlie,Etsy,"",Y,""
68,"","","","",electronics,Credit Card,1,100,2022-02-06T16:26:23.404-06:00,US,Bravo,Amazon,"",Y,""
69,"","","","",clothing,Credit Card,1,100,2022-02-24T03:26:23.405-06:00,Canada,Charlie,Walmart,"",Y,""
70,"","","","",electronics,Credit Card,1,100,2022-02-12T12:26:23.405-06:00,US,Bravo,Amazon,"",Y,""
71,"","","","",electronics,Credit Card,1,100,2022-01-30T00:26:23.404-06:00,US,Bravo,Walmart,"",Y,""
72,"","","","",clothing,Credit Card,1,100,2022-01-30T07:26:23.404-06:00,US,Echo,Walmart,"",Y,""
73,"","","","",electronics,Wallet,1,100,2022-01-03T21:26:23.403-06:00,US,Delta,Amazon,"",Y,""
74,"","","","",books,Credit Card,1,100,2022-01-26T11:26:23.404-06:00,New Zealand,Alpha,Walmart,"",Y,""
75,"","","","",electronics,Wallet,1,100,2022-01-20T23:26:23.404-06:00,US,Delta,Amazon,"",Y,""
76,"","","","",electronics,Internet Banking,1,100,2022-03-08T20:26:23.405-06:00,US,Bravo,Amazon,"",Y,""
77,"","","","",electronics,Internet Banking,1,100,2022-01-12T18:26:23.404-06:00,US,Bravo,eBay,"",Y,""
78,"","","","",food,Credit Card,1,100,2022-02-18T12:26:23.405-06:00,US,Bravo,Amazon,"",Y,""
79,"","","","",books,Credit Card,1,100,2022-03-09T11:26:23.405-06:00,US,Delta,Walmart,"",Y,""
80,"","","","",food,Wallet,1,100,2022-03-19T01:26:23.405-05:00,US,Bravo,eBay,"",Y,""
81,"","","","",clothing,Credit Card,1,100,2022-02-15T14:26:23.405-06:00,US,Echo,Amazon,"",Y,""
82,"","","","",food,Credit Card,1,100,2022-02-11T15:26:23.405-06:00,US,Delta,Walmart,"",N,Connection dropped
83,"","","","",electronics,Credit Card,1,100,2022-01-11T22:26:23.404-06:00,US,Charlie,Amazon,"",Y,""
84,"","","","",electronics,Credit Card,1,100,2022-01-23T03:26:23.404-06:00,US,Bravo,Walmart,"",Y,""
85,"","","","",books,Internet Banking,1,100,2022-01-01T07:26:23.370-06:00,Australia,Bravo,eBay,"",Y,""
86,"","","","",electronics,Wallet,1,100,2022-02-05T05:26:23.404-06:00,US,Delta,Walmart,"",Y,""
87,"","","","",electronics,Wallet,1,100,2022-02-19T08:26:23.405-06:00,UK,Bravo,eBay,"",Y,""
88,"","","","",tools,Credit Card,1,100,2022-01-06T06:26:23.404-06:00,US,Delta,Amazon,"",Y,""
89,"","","","",electronics,Credit Card,1,100,2022-02-20T13:26:23.405-06:00,US,Charlie,Walmart,"",Y,""
90,"","","","",tools,UPI,1,100,2022-03-08T09:26:23.405-06:00,UK,Alpha,eBay,"",Y,""
91,"","","","",clothing,Wallet,1,100,2022-01-05T22:26:23.404-06:00,US,Charlie,Amazon,"",Y,""
92,"","","","",clothing,Credit Card,1,100,2022-01-08T18:26:23.404-06:00,US,Charlie,Walmart,"",Y,""
93,"","","","",electronics,Internet Banking,1,100,2022-02-22T16:26:23.405-06:00,US,Charlie,eBay,"",Y,""
94,"","","","",electronics,Credit Card,1,100,2022-01-03T01:26:23.403-06:00,US,Echo,eBay,"",Y,""
95,"","","","",electronics,Wallet,1,100,2022-03-23T07:26:23.406-05:00,US,Bravo,Walmart,"",Y,""
96,"","","","",clothing,Credit Card,1,100,2022-02-25T22:26:23.405-06:00,US,Delta,Walmart,"",Y,""
97,"","","","",food,Wallet,1,100,2022-01-25T04:26:23.404-06:00,US,Delta,Walmart,"",Y,""
98,"","","","",electronics,Internet Banking,1,100,2022-03-19T08:26:23.405-05:00,US,Charlie,Amazon,"",Y,""
99,"","","","",books,Credit Card,1,100,2022-02-06T18:26:23.404-06:00,UK,Echo,Amazon,"",Y,""
100,"","","","",books,Credit Card,2,100,2022-01-09T16:26:23.404-06:00,Canada,Charlie,Amazon,"",Y,""
101,"","","","",electronics,Wallet,1,100,2022-03-20T02:26:23.405-05:00,US,Delta,eBay,"",Y,""
102,"","","","",electronics,Wallet,1,100,2022-01-18T16:26:23.404-06:00,US,Alpha,Amazon,"",N,Payment system failure
103,"","","","",electronics,Credit Card,1,100,2022-01-29T18:26:23.404-06:00,US,Delta,Amazon,"",Y,""
104,"","","","",electronics,Internet Banking,1,100,2022-01-23T12:26:23.404-06:00,US,Delta,eBay,"",Y,""
105,"","","","",electronics,Wallet,1,100,2022-02-11T21:26:23.405-06:00,US,Delta,Amazon,"",Y,""
106,"","","","",tools,Wallet,1,100,2022-03-27T17:26:23.406-05:00,US,Echo,Amazon,"",Y,""
107,"","","","",tools,Internet Banking,1,100,2022-02-17T09:26:23.405-06:00,US,Echo,Amazon,"",Y,""
108,"","","","",clothing,Wallet,1,100,2022-02-27T20:26:23.405-06:00,US,Charlie,Amazon,"",Y,""
109,"","","","",tools,Credit Card,1,100,2022-03-13T15:26:23.405-05:00,Australia,Charlie,Walmart,"",Y,""
110,"","","","",food,Credit Card,1,100,2022-01-10T18:26:23.404-06:00,US,Delta,Amazon,"",Y,""
111,"","","","",electronics,UPI,1,100,2022-02-14T10:26:23.405-06:00,US,Bravo,Etsy,"",Y,""
112,"","","","",tools,UPI,1,100,2022-01-04T22:26:23.403-06:00,US,Bravo,Walmart,"",N,Invalid transaction data
113,"","","","",tools,Credit Card,1,100,2022-03-09T10:26:23.405-06:00,US,Echo,eBay,"",Y,""
114,"","","","",books,Wallet,3,100,2022-02-17T03:26:23.405-06:00,US,Alpha,Walmart,"",Y,""
115,"","","","",clothing,Wallet,1,100,2022-02-24T11:26:23.405-06:00,New Zealand,Charlie,Walmart,"",Y,""
116,"","","","",electronics,Credit Card,1,100,2022-01-10T20:26:23.404-06:00,US,Bravo,Walmart,"",Y,""
117,"","","","",clothing,Wallet,1,100,2022-01-07T14:26:23.404-06:00,US,Charlie,eBay,"",Y,""
118,"","","","",electronics,Credit Card,1,100,2022-03-08T13:26:23.405-06:00,Australia,Alpha,Amazon,"",Y,""
119,"","","","",tools,Credit Card,2,100,2022-03-17T02:26:23.405-05:00,US,Delta,Walmart,"",Y,""
120,"","","","",food,Credit Card,1,100,2022-03-31T23:26:23.406-05:00,UK,Bravo,Amazon,"",Y,""
121,"","","","",tools,UPI,2,100,2022-03-04T13:26:23.405-06:00,UK,Alpha,Amazon,"",Y,""
122,"","","","",books,Credit Card,1,100,2022-01-09T04:26:23.404-06:00,US,Alpha,Walmart,"",Y,""
123,"","","","",tools,Credit Card,2,100,2022-01-23T20:26:23.404-06:00,US,Charlie,Alibaba,"",Y,""
124,"","","","",clothing,Credit Card,1,100,2022-03-08T17:26:23.405-06:00,US,Charlie,Amazon,"",Y,""
125,"","","","",electronics,Wallet,1,100,2022-03-24T04:26:23.406-05:00,US,Delta,Walmart,"",Y,""
126,"","","","",food,Credit Card,1,100,2022-03-07T19:26:23.405-06:00,US,Echo,Amazon,"",N,Invalid transaction data
127,"","","","",clothing,Credit Card,1,100,2022-03-14T15:26:23.405-05:00,US,Charlie,Amazon,"",Y,""
128,"","","","",electronics,Credit Card,1,100,2022-01-14T05:26:23.404-06:00,US,Bravo,Amazon,"",Y,""
129,"","","","",food,Credit Card,1,100,2022-01-25T21:26:23.404-06:00,Australia,Charlie,Walmart,"",Y,""
130,"","","","",electronics,Credit Card,1,100,2022-01-18T23:26:23.404-06:00,US,Charlie,Walmart,"",N,Connection dropped
131,"","","","",electronics,Wallet,1,100,2022-01-17T18:26:23.404-06:00,US,Bravo,Amazon,"",Y,""
132,"","","","",clothing,Wallet,1,100,2022-01-25T19:26:23.404-06:00,Australia,Delta,Amazon,"",Y,""
133,"","","","",electronics,Wallet,1,100,2022-02-04T00:26:23.404-06:00,UK,Charlie,Walmart,"",Y,""
134,"","","","",electronics,Credit Card,1,100,2022-03-31T01:26:23.406-05:00,US,Bravo,Amazon,"",Y,""
135,"","","","",books,Wallet,1,100,2022-03-10T23:26:23.405-06:00,US,Delta,Amazon,"",Y,""
136,"","","","",electronics,Credit Card,1,100,2022-01-04T22:26:23.403-06:00,US,Bravo,Amazon,"",Y,""
137,"","","","",electronics,Wallet,1,100,2022-03-10T11:26:23.405-06:00,US,Alpha,Walmart,"",Y,""
138,"","","","",electronics,Wallet,1,100,2022-01-27T07:26:23.404-06:00,US,Echo,eBay,"",Y,""
139,"","","","",electronics,Credit Card,1,100,2022-03-02T23:26:23.405-06:00,US,Delta,Amazon,"",Y,""
140,"","","","",electronics,Credit Card,1,100,2022-03-05T15:26:23.405-06:00,US,Alpha,Walmart,"",Y,""
141,"","","","",electronics,Wallet,1,100,2022-02-15T12:26:23.405-06:00,US,Alpha,Walmart,"",Y,""
142,"","","","",electronics,Wallet,1,100,2022-03-04T16:26:23.405-06:00,US,Bravo,Etsy,"",Y,""
143,"","","","",tools,Credit Card,1,100,2022-01-08T16:26:23.404-06:00,Canada,Echo,Amazon,"",Y,""
144,"","","","",electronics,Credit Card,1,100,2022-03-24T15:26:23.406-05:00,UK,Bravo,Amazon,"",Y,""
145,"","","","",electronics,Wallet,1,100,2022-03-02T15:26:23.405-06:00,US,Delta,Amazon,"",Y,""
146,"","","","",books,Credit Card,1,100,2022-01-05T23:26:23.404-06:00,Canada,Charlie,Amazon,"",Y,""
147,"","","","",electronics,Wallet,1,100,2022-03-15T05:26:23.405-05:00,US,Bravo,Amazon,"",Y,""
148,"","","","",electronics,Wallet,1,100,2022-01-12T15:26:23.404-06:00,US,Bravo,Walmart,"",Y,""
149,"","","","",electronics,Wallet,1,100,2022-01-13T16:26:23.404-06:00,US,Alpha,Amazon,"",Y,""
150,"","","","",electronics,Wallet,1,100,2022-01-08T11:26:23.404-06:00,US,Delta,Amazon,"",Y,""
151,"","","","",electronics,Credit Card,1,100,2022-01-11T21:26:23.404-06:00,US,Delta,Walmart,"",Y,""
152,"","","","",electronics,Wallet,1,100,2022-03-15T01:26:23.405-05:00,US,Alpha,eBay,"",Y,""
153,"","","","",clothing,UPI,1,100,2022-03-20T02:26:23.405-05:00,US,Alpha,Amazon,"",Y,""
154,"","","","",electronics,Internet Banking,1,100,2022-02-03T07:26:23.404-06:00,US,Charlie,Walmart,"",Y,""
155,"","","","",electronics,Credit Card,1,100,2022-01-08T21:26:23.404-06:00,US,Echo,Amazon,"",Y,""
156,"","","","",books,Credit Card,1,100,2022-01-13T01:26:23.404-06:00,US,Alpha,Walmart,"",Y,""
157,"","","","",clothing,Credit Card,1,100,2022-01-31T15:26:23.404-06:00,US,Delta,Walmart,"",Y,""
158,"","","","",clothing,Credit Card,1,100,2022-02-06T09:26:23.404-06:00,New Zealand,Charlie,Amazon,"",Y,""
159,"","","","",clothing,Credit Card,1,100,2022-02-10T12:26:23.405-06:00,US,Echo,eBay,"",Y,""
160,"","","","",electronics,Credit Card,1,100,2022-01-07T00:26:23.404-06:00,UK,Alpha,Walmart,"",Y,""
161,"","","","",books,Wallet,1,100,2022-02-21T17:26:23.405-06:00,US,Echo,Amazon,"",N,Connection dropped
162,"","","","",electronics,Wallet,1,100,2022-01-04T21:26:23.403-06:00,US,Bravo,Amazon,"",Y,""
163,"","","","",books,Wallet,1,100,2022-01-06T22:26:23.404-06:00,US,Delta,Walmart,"",Y,""
164,"","","","",tools,UPI,1,100,2022-01-03T23:26:23.403-06:00,Canada,Charlie,Walmart,"",Y,""
165,"","","","",food,Credit Card,1,100,2022-03-03T21:26:23.405-06:00,New Zealand,Delta,Amazon,"",Y,""
166,"","","","",books,Credit Card,3,100,2022-01-11T02:26:23.404-06:00,US,Bravo,Etsy,"",Y,""
167,"","","","",electronics,UPI,1,100,2022-01-22T04:26:23.404-06:00,UK,Alpha,Amazon,"",Y,""
168,"","","","",tools,Wallet,1,100,2022-01-23T09:26:23.404-06:00,US,Bravo,Amazon,"",Y,""
169,"","","","",tools,Wallet,1,100,2022-01-23T05:26:23.404-06:00,Australia,Delta,Walmart,"",Y,""
170,"","","","",tools,Credit Card,1,100,2022-03-13T09:26:23.405-05:00,US,Echo,Walmart,"",Y,""
171,"","","","",clothing,Wallet,1,100,2022-03-18T20:26:23.405-05:00,US,Delta,Walmart,"",Y,""
172,"","","","",electronics,Wallet,1,100,2022-01-06T13:26:23.404-06:00,US,Bravo,Walmart,"",Y,""
173,"","","","",food,UPI,1,100,2022-01-28T03:26:23.404-06:00,US,Bravo,Walmart,"",Y,""
174,"","","","",tools,Credit Card,1,100,2022-02-12T17:26:23.405-06:00,US,Charlie,eBay,"",Y,""
175,"","","","",clothing,Credit Card,4,100,2022-02-05T21:26:23.404-06:00,US,Charlie,Amazon,"",Y,""
176,"","","","",electronics,Credit Card,1,100,2022-01-30T16:26:23.404-06:00,US,Echo,Amazon,"",N,Invalid transaction data
177,"","","","",electronics,Credit Card,1,100,2022-02-27T00:26:23.405-06:00,Canada,Alpha,Amazon,"",Y,""
178,"","","","",books,Credit Card,1,100,2022-02-22T14:26:23.405-06:00,UK,Charlie,Amazon,"",Y,""
179,"","","","",books,Credit Card,1,100,2022-02-28T14:26:23.405-06:00,US,Bravo,Walmart,"",Y,""
180,"","","","",electronics,Wallet,1,100,2022-02-04T23:26:23.404-06:00,US,Bravo,Amazon,"",Y,""
181,"","","","",electronics,Credit Card,1,100,2022-01-08T06:26:23.404-06:00,US,Bravo,Etsy,"",Y,""
182,"","","","",electronics,Wallet,1,100,2022-01-07T00:26:23.404-06:00,US,Alpha,Amazon,"",Y,""
183,"","","","",electronics,Wallet,1,100,2022-01-05T01:26:23.404-06:00,US,Bravo,Walmart,"",Y,""
184,"","","","",electronics,Wallet,1,100,2022-01-01T14:26:23.370-06:00,US,Charlie,Amazon,"",Y,""
185,"","","","",food,Credit Card,1,100,2022-01-05T03:26:23.404-06:00,UK,Alpha,Amazon,"",Y,""
186,"","","","",tools,Credit Card,1,100,2022-01-24T05:26:23.404-06:00,US,Delta,eBay,"",Y,""
187,"","","","",clothing,Wallet,1,100,2022-03-11T15:26:23.405-06:00,US,Alpha,Walmart,"",Y,""
188,"","","","",tools,Internet Banking,1,100,2022-01-18T09:26:23.404-06:00,US,Charlie,Amazon,"",Y,""
189,"","","","",food,Credit Card,1,100,2022-01-22T10:26:23.404-06:00,US,Alpha,Walmart,"",Y,""
190,"","","","",tools,Wallet,1,100,2022-01-09T12:26:23.404-06:00,US,Echo,Etsy,"",Y,""
191,"","","","",electronics,Wallet,1,100,2022-02-21T07:26:23.405-06:00,Canada,Charlie,Amazon,"",Y,""
192,"","","","",tools,Wallet,1,100,2022-03-29T10:26:23.406-05:00,US,Alpha,Amazon,"",Y,""
193,"","","","",electronics,Internet Banking,1,100,2022-02-27T17:26:23.405-06:00,US,Bravo,eBay,"",Y,""
194,"","","","",clothing,Credit Card,1,100,2022-01-30T11:26:23.404-06:00,Canada,Charlie,Walmart,"",Y,""
195,"","","","",electronics,Credit Card,1,100,2022-03-04T20:26:23.405-06:00,US,Alpha,Amazon,"",Y,""
196,"","","","",tools,Wallet,1,100,2022-03-26T09:26:23.406-05:00,UK,Echo,Walmart,"",Y,""
197,"","","","",clothing,UPI,1,100,2022-03-10T10:26:23.405-06:00,US,Alpha,eBay,"",Y,""
198,"","","","",food,Wallet,1,100,2022-01-20T12:26:23.404-06:00,UK,Bravo,Amazon,"",Y,""
199,"","","","",electronics,UPI,1,100,2022-01-16T10:26:23.404-06:00,US,Bravo,Amazon,"",Y,""
200,"","","","",food,Credit Card,1,100,2022-01-23T00:26:23.404-06:00,US,Alpha,Walmart,"",Y,""
201,"","","","",clothing,Wallet,1,100,2022-01-02T19:26:23.403-06:00,US,Echo,Amazon,"",Y,""
202,"","","","",clothing,UPI,3,100,2022-01-05T02:26:23.404-06:00,US,Alpha,Amazon,"",Y,""
203,"","","","",food,Credit Card,1,100,2022-02-22T06:26:23.405-06:00,US,Bravo,Walmart,"",Y,""
204,"","","","",books,Credit Card,1,100,2022-03-22T11:26:23.406-05:00,UK,Bravo,eBay,"",Y,""
205,"","","","",electronics,Internet Banking,1,100,2022-02-22T17:26:23.405-06:00,US,Delta,Amazon,"",Y,""
206,"","","","",electronics,Credit Card,1,100,2022-01-05T18:26:23.404-06:00,US,Alpha,Amazon,"",Y,""
207,"","","","",books,Internet Banking,1,100,2022-01-09T15:26:23.404-06:00,US,Echo,Walmart,"",Y,""
208,"","","","",electronics,Credit Card,1,100,2022-01-01T11:26:23.370-06:00,US,Bravo,Amazon,"",Y,""
209,"","","","",clothing,Internet Banking,1,100,2022-03-21T19:26:23.405-05:00,US,Echo,Walmart,"",Y,""
210,"","","","",electronics,Wallet,1,100,2022-01-28T23:26:23.404-06:00,US,Echo,Walmart,"",Y,""
211,"","","","",electronics,Credit Card,1,100,2022-03-28T23:26:23.406-05:00,US,Charlie,Amazon,"",Y,""
212,"","","","",electronics,Internet Banking,1,100,2022-01-21T10:26:23.404-06:00,UK,Charlie,eBay,"",Y,""
213,"","","","",electronics,Wallet,1,100,2022-03-06T06:26:23.405-06:00,US,Echo,Amazon,"",Y,""
214,"","","","",clothing,Wallet,1,100,2022-02-26T05:26:23.405-06:00,Canada,Charlie,Walmart,"",Y,""
215,"","","","",clothing,Credit Card,1,100,2022-01-14T03:26:23.404-06:00,UK,Echo,Amazon,"",Y,""
216,"","","","",electronics,Credit Card,1,100,2022-02-06T12:26:23.404-06:00,US,Charlie,Amazon,"",Y,""
217,"","","","",books,Credit Card,2,100,2022-02-07T19:26:23.404-06:00,Australia,Alpha,Amazon,"",Y,""
218,"","","","",electronics,Credit Card,1,100,2022-03-19T00:26:23.405-05:00,US,Bravo,Amazon,"",Y,""
219,"","","","",books,Wallet,1,100,2022-01-03T06:26:23.403-06:00,US,Charlie,Amazon,"",Y,""
220,"","","","",tools,Credit Card,1,100,2022-01-02T15:26:23.403-06:00,US,Charlie,Amazon,"",Y,""
221,"","","","",clothing,Credit Card,1,100,2022-01-12T08:26:23.404-06:00,UK,Alpha,Amazon,"",Y,""
222,"","","","",clothing,Credit Card,1,100,2022-01-23T07:26:23.404-06:00,US,Alpha,eBay,"",Y,""
223,"","","","",books,Wallet,1,100,2022-03-02T06:26:23.405-06:00,Australia,Charlie,eBay,"",Y,""
224,"","","","",clothing,Credit Card,2,100,2022-03-27T08:26:23.406-05:00,US,Alpha,Amazon,"",Y,""
225,"","","","",electronics,UPI,1,100,2022-03-21T11:26:23.405-05:00,US,Charlie,Amazon,"",Y,""
226,"","","","",books,Credit Card,1,100,2022-03-21T01:26:23.405-05:00,US,Bravo,eBay,"",Y,""
227,"","","","",food,Wallet,1,100,2022-03-23T20:26:23.406-05:00,UK,Bravo,eBay,"",Y,""
228,"","","","",electronics,Credit Card,1,100,2022-03-15T05:26:23.405-05:00,US,Delta,Amazon,"",Y,""
229,"","","","",electronics,Wallet,1,100,2022-02-27T07:26:23.405-06:00,US,Alpha,Walmart,"",Y,""
230,"","","","",food,Credit Card,1,100,2022-02-05T05:26:23.404-06:00,US,Alpha,Etsy,"",Y,""
231,"","","","",food,Credit Card,1,100,2022-03-23T06:26:23.406-05:00,Australia,Alpha,eBay,"",Y,""
232,"","","","",books,UPI,1,100,2022-03-01T21:26:23.405-06:00,US,Charlie,Walmart,"",Y,""
233,"","","","",electronics,Wallet,1,100,2022-01-08T03:26:23.404-06:00,US,Bravo,Alibaba,"",Y,""
234,"","","","",electronics,Credit Card,1,100,2022-01-19T01:26:23.404-06:00,US,Charlie,Walmart,"",Y,""
235,"","","","",books,Credit Card,1,100,2022-02-11T10:26:23.405-06:00,UK,Alpha,Walmart,"",Y,""
236,"","","","",books,Credit Card,1,100,2022-01-09T10:26:23.404-06:00,US,Alpha,Alibaba,"",Y,""
237,"","","","",electronics,Credit Card,1,100,2022-01-17T17:26:23.404-06:00,US,Alpha,Amazon,"",Y,""
